index,antibiotic
1705,gentamicin
1705,levofloxacin
1705,nitrofurantoin
1705,tetracycline
1705,tobramycin
1705,trimethoprim-sulfamethoxazole
1706,amikacin
1706,ampicillin
1706,aztreonam
1706,cefazolin
1706,cefotaxime
1706,cefoxitin
1706,ceftazidime
1706,ceftriaxone
1706,ciprofloxacin
1706,gentamicin
1706,levofloxacin
1706,nitrofurantoin
1706,tetracycline
1706,tobramycin
1707,amikacin
1707,ampicillin
1707,aztreonam
1707,cefazolin
1707,cefoxitin
1707,ceftazidime
1707,ceftriaxone
1707,ciprofloxacin
1707,gentamicin
1707,imipenem
1707,levofloxacin
1707,meropenem
1707,nitrofurantoin
1707,tetracycline
1707,tobramycin
1707,trimethoprim-sulfamethoxazole
1708,amikacin
1708,ampicillin
1708,aztreonam
1708,cefazolin
1708,cefotaxime
1708,cefotetan
1708,ceftazidime
1708,ceftriaxone
1708,ciprofloxacin
1708,gentamicin
1708,levofloxacin
1708,nitrofurantoin
1708,tetracycline
1708,tobramycin
1708,trimethoprim-sulfamethoxazole
1709,amikacin
1709,ampicillin
1709,aztreonam
1709,cefazolin
1709,cefotaxime
1709,cefoxitin
1709,ceftazidime
1709,ceftriaxone
1709,ciprofloxacin
1709,gentamicin
1709,levofloxacin
1709,nitrofurantoin
1709,tetracycline
1709,tobramycin
1709,trimethoprim-sulfamethoxazole
1710,amikacin
1710,ampicillin
1710,aztreonam
1710,cefazolin
1710,cefotaxime
1710,cefoxitin
1710,ceftazidime
1710,ceftriaxone
1710,ciprofloxacin
1710,gentamicin
1710,levofloxacin
1710,nitrofurantoin
1710,tetracycline
1710,tobramycin
1710,trimethoprim-sulfamethoxazole
1711,amikacin
1711,ampicillin
1711,aztreonam
1711,cefazolin
1711,cefotaxime
1711,cefoxitin
1711,ceftazidime
1711,ceftriaxone
1711,ciprofloxacin
1711,gentamicin
1711,levofloxacin
1711,nitrofurantoin
1711,tetracycline
1711,tobramycin
1711,trimethoprim-sulfamethoxazole
1712,amikacin
1712,ampicillin
1712,aztreonam
1712,cefazolin
1712,cefotaxime
1712,cefoxitin
1712,ceftazidime
1712,ceftriaxone
1712,ciprofloxacin
1712,gentamicin
1712,levofloxacin
1712,nitrofurantoin
1712,tetracycline
1712,tobramycin
1712,trimethoprim-sulfamethoxazole
1713,amikacin
1713,ampicillin
1713,aztreonam
1713,cefazolin
1713,cefotaxime
1713,cefoxitin
1713,ceftazidime
1713,ceftriaxone
1713,ciprofloxacin
1713,gentamicin
1713,levofloxacin
1713,nitrofurantoin
1713,tetracycline
1713,tobramycin
1714,amikacin
1714,ampicillin
1714,aztreonam
1714,cefazolin
1714,cefotaxime
1714,cefoxitin
1714,ceftazidime
1714,ceftriaxone
1714,ciprofloxacin
1714,gentamicin
1714,levofloxacin
1714,nitrofurantoin
1714,tetracycline
1714,tobramycin
1715,amikacin
1715,ampicillin
1715,aztreonam
1715,cefazolin
1715,cefoxitin
1715,ceftazidime
1715,ceftriaxone
1715,ciprofloxacin
1715,gentamicin
1715,levofloxacin
1715,meropenem
1715,nitrofurantoin
1715,tetracycline
1715,tobramycin
1715,trimethoprim-sulfamethoxazole
1716,amikacin
1716,ampicillin
1716,aztreonam
1716,cefazolin
1716,cefotaxime
1716,cefoxitin
1716,ceftazidime
1716,ceftriaxone
1716,ciprofloxacin
1716,gentamicin
1716,levofloxacin
1716,nitrofurantoin
1716,tetracycline
1716,tobramycin
1716,trimethoprim-sulfamethoxazole
1717,amikacin
1717,ampicillin
1717,aztreonam
1717,cefazolin
1717,cefotaxime
1717,cefoxitin
1717,ceftazidime
1717,ceftriaxone
1717,ciprofloxacin
1717,gentamicin
1717,levofloxacin
1717,nitrofurantoin
1717,tetracycline
1717,tobramycin
1717,trimethoprim-sulfamethoxazole
1718,amikacin
1718,ampicillin
1718,aztreonam
1718,cefazolin
1718,cefotaxime
1718,cefoxitin
1718,ceftazidime
1718,ceftriaxone
1718,ciprofloxacin
1718,gentamicin
1718,levofloxacin
1718,nitrofurantoin
1718,tetracycline
1718,tobramycin
1718,trimethoprim-sulfamethoxazole
1719,amikacin
1719,ampicillin
1719,aztreonam
1719,cefazolin
1719,cefotaxime
1719,cefoxitin
1719,ceftazidime
1719,ceftriaxone
1719,ciprofloxacin
1719,gentamicin
1719,levofloxacin
1719,nitrofurantoin
1719,tetracycline
1719,tobramycin
1719,trimethoprim-sulfamethoxazole
1720,amikacin
1720,ampicillin
1720,aztreonam
1720,cefazolin
1720,cefotaxime
1720,cefoxitin
1720,ceftazidime
1720,ceftriaxone
1720,ciprofloxacin
1720,gentamicin
1720,levofloxacin
1720,nitrofurantoin
1720,tetracycline
1720,tobramycin
1720,trimethoprim-sulfamethoxazole
1721,amikacin
1721,ampicillin
1721,aztreonam
1721,cefazolin
1721,cefotaxime
1721,cefoxitin
1721,ceftazidime
1721,ceftriaxone
1721,ciprofloxacin
1721,gentamicin
1721,levofloxacin
1721,nitrofurantoin
1721,tetracycline
1721,tobramycin
1721,trimethoprim-sulfamethoxazole
1722,ampicillin
1722,aztreonam
1722,cefazolin
1722,cefotaxime
1722,cefoxitin
1722,ceftazidime
1722,ceftriaxone
1722,ciprofloxacin
1722,gentamicin
1722,levofloxacin
1722,nitrofurantoin
1722,tetracycline
1722,tobramycin
1722,trimethoprim-sulfamethoxazole
1723,amikacin
1723,amoxicillin-clavulanic acid
1723,ampicillin
1723,aztreonam
1723,cefazolin
1723,cefotaxime
1723,cefoxitin
1723,ceftazidime
1723,ceftriaxone
1723,ciprofloxacin
1723,ertapenem
1723,gentamicin
1723,levofloxacin
1723,nitrofurantoin
1723,tetracycline
1723,tobramycin
1723,trimethoprim-sulfamethoxazole
1724,amikacin
1724,ampicillin
1724,aztreonam
1724,cefazolin
1724,cefotaxime
1724,cefotetan
1724,cefoxitin
1724,ceftazidime
1724,ceftriaxone
1724,ciprofloxacin
1724,gentamicin
1724,levofloxacin
1724,nitrofurantoin
1724,tetracycline
1724,tobramycin
1724,trimethoprim-sulfamethoxazole
1725,amikacin
1725,ampicillin
1725,aztreonam
1725,cefazolin
1725,cefotaxime
1725,cefoxitin
1725,ceftazidime
1725,ceftriaxone
1725,ciprofloxacin
1725,gentamicin
1725,levofloxacin
1725,nitrofurantoin
1725,tetracycline
1725,tobramycin
1725,trimethoprim-sulfamethoxazole
1726,amikacin
1726,ampicillin
1726,aztreonam
1726,cefazolin
1726,cefotaxime
1726,cefoxitin
1726,ceftazidime
1726,ceftriaxone
1726,ciprofloxacin
1726,gentamicin
1726,levofloxacin
1726,nitrofurantoin
1726,tetracycline
1726,tobramycin
1726,trimethoprim-sulfamethoxazole
1727,amikacin
1727,ampicillin
1727,aztreonam
1727,cefazolin
1727,cefotaxime
1727,cefoxitin
1727,ceftazidime
1727,ceftriaxone
1727,ciprofloxacin
1727,gentamicin
1727,levofloxacin
1727,nitrofurantoin
1727,tetracycline
1727,tobramycin
1727,trimethoprim-sulfamethoxazole
1728,amikacin
1728,ampicillin
1728,aztreonam
1728,cefazolin
1728,cefotaxime
1728,cefoxitin
1728,ceftazidime
1728,ceftriaxone
1728,ciprofloxacin
1728,gentamicin
1728,levofloxacin
1728,nitrofurantoin
1728,tetracycline
1728,tobramycin
1728,trimethoprim-sulfamethoxazole
1729,amikacin
1729,ampicillin
1729,aztreonam
1729,cefazolin
1729,cefotaxime
1729,cefoxitin
1729,ceftazidime
1729,ceftriaxone
1729,ciprofloxacin
1729,gentamicin
1729,levofloxacin
1729,nitrofurantoin
1729,tetracycline
1729,tobramycin
1729,trimethoprim-sulfamethoxazole
1730,amikacin
1730,ampicillin
1730,aztreonam
1730,cefazolin
1730,cefotaxime
1730,cefoxitin
1730,ceftazidime
1730,ceftriaxone
1730,ciprofloxacin
1730,gentamicin
1730,levofloxacin
1730,nitrofurantoin
1730,tetracycline
1730,tobramycin
1730,trimethoprim-sulfamethoxazole
1731,amikacin
1731,ampicillin
1731,aztreonam
1731,cefazolin
1731,cefotaxime
1731,cefoxitin
1731,ceftazidime
1731,ceftriaxone
1731,ciprofloxacin
1731,gentamicin
1731,levofloxacin
1731,nitrofurantoin
1731,tetracycline
1731,tobramycin
1731,trimethoprim-sulfamethoxazole
1732,amikacin
1732,ampicillin
1732,aztreonam
1732,cefazolin
1732,cefotaxime
1732,cefoxitin
1732,ceftazidime
1732,ceftriaxone
1732,ciprofloxacin
1732,gentamicin
1732,levofloxacin
1732,nitrofurantoin
1732,tetracycline
1732,tobramycin
1732,trimethoprim-sulfamethoxazole
1733,amikacin
1733,cefepime
1733,ceftazidime
1733,ceftriaxone
1733,ciprofloxacin
1733,gentamicin
1733,levofloxacin
1733,tetracycline
1733,tobramycin
1733,trimethoprim-sulfamethoxazole
1734,amikacin
1734,cefepime
1734,ceftazidime
1734,ciprofloxacin
1734,doripenem
1734,gentamicin
1734,imipenem
1734,meropenem
1734,minocycline
1734,piperacillin-tazobactam
1735,amikacin
1735,ceftazidime
1735,ciprofloxacin
1735,gentamicin
1736,amikacin
1736,cefepime
1736,ceftazidime
1736,ciprofloxacin
1736,doripenem
1736,gentamicin
1736,imipenem
1736,meropenem
1736,piperacillin-tazobactam
1737,cefepime
1737,ceftazidime
1737,ciprofloxacin
1737,colistin
1737,doripenem
1737,gentamicin
1737,piperacillin-tazobactam
1738,cefepime
1738,ceftazidime
1738,ciprofloxacin
1738,doripenem
1738,gentamicin
1738,meropenem
1738,piperacillin-tazobactam
1739,amikacin
1739,cefepime
1739,ceftazidime
1739,ciprofloxacin
1739,colistin
1739,doripenem
1739,gentamicin
1739,imipenem
1739,meropenem
1739,piperacillin-tazobactam
1739,polymyxin B
1740,amikacin
1740,ceftazidime
1740,ciprofloxacin
1740,colistin
1740,doripenem
1740,gentamicin
1740,imipenem
1740,meropenem
1740,piperacillin-tazobactam
1740,polymyxin B
1741,amikacin
1741,cefepime
1741,ceftazidime
1741,ciprofloxacin
1741,doripenem
1741,gentamicin
1741,imipenem
1741,meropenem
1741,minocycline
1741,piperacillin-tazobactam
1742,amikacin
1742,cefepime
1742,ceftazidime
1742,ciprofloxacin
1742,colistin
1742,doripenem
1742,gentamicin
1742,imipenem
1742,meropenem
1742,minocycline
1742,piperacillin-tazobactam
1742,polymyxin B
1743,amikacin
1743,cefepime
1743,ceftazidime
1743,ciprofloxacin
1743,doripenem
1743,gentamicin
1743,imipenem
1743,meropenem
1743,piperacillin-tazobactam
1744,amikacin
1744,cefepime
1744,ceftazidime
1744,ciprofloxacin
1744,colistin
1744,doripenem
1744,gentamicin
1744,imipenem
1744,meropenem
1744,piperacillin-tazobactam
1744,polymyxin B
1745,cefepime
1745,ceftazidime
1745,ciprofloxacin
1745,doripenem
1745,gentamicin
1745,imipenem
1745,meropenem
1745,minocycline
1745,piperacillin-tazobactam
1746,amikacin
1746,cefepime
1746,ceftazidime
1746,ciprofloxacin
1746,doripenem
1746,gentamicin
1746,imipenem
1746,meropenem
1746,piperacillin-tazobactam
1747,amikacin
1747,cefepime
1747,ceftazidime
1747,ciprofloxacin
1747,doripenem
1747,gentamicin
1747,imipenem
1747,meropenem
1747,minocycline
1747,piperacillin-tazobactam
1748,amikacin
1748,cefepime
1748,ceftazidime
1748,ciprofloxacin
1748,colistin
1748,doripenem
1748,gentamicin
1748,imipenem
1748,meropenem
1748,minocycline
1748,piperacillin-tazobactam
1748,polymyxin B
1749,amikacin
1749,cefepime
1749,ceftazidime
1749,ciprofloxacin
1749,doripenem
1749,gentamicin
1749,imipenem
1749,meropenem
1749,minocycline
1749,piperacillin-tazobactam
1750,ampicillin-sulbactam
1750,cefepime
1750,ceftazidime
1750,ciprofloxacin
1750,doripenem
1750,gentamicin
1750,imipenem
1750,meropenem
1750,minocycline
1750,piperacillin-tazobactam
1751,ampicillin-sulbactam
1751,cefepime
1751,ceftazidime
1751,ciprofloxacin
1751,doripenem
1751,gentamicin
1751,imipenem
1751,meropenem
1751,piperacillin-tazobactam
1752,ampicillin-sulbactam
1752,cefepime
1752,ceftazidime
1752,ciprofloxacin
1752,gentamicin
1752,minocycline
1752,piperacillin-tazobactam
1753,amikacin
1753,cefepime
1753,ceftazidime
1753,ciprofloxacin
1753,doripenem
1753,gentamicin
1753,imipenem
1753,meropenem
1753,minocycline
1753,piperacillin-tazobactam
1754,amikacin
1754,ampicillin-sulbactam
1754,cefepime
1754,ceftazidime
1754,ciprofloxacin
1754,doripenem
1754,gentamicin
1754,imipenem
1754,meropenem
1754,minocycline
1754,piperacillin-tazobactam
1755,cefepime
1755,ceftazidime
1755,ciprofloxacin
1755,doripenem
1755,gentamicin
1755,imipenem
1755,meropenem
1755,piperacillin-tazobactam
1756,amikacin
1756,cefepime
1756,ceftazidime
1756,ciprofloxacin
1756,doripenem
1756,gentamicin
1756,imipenem
1756,meropenem
1756,minocycline
1756,piperacillin-tazobactam
1757,amikacin
1757,cefepime
1757,ceftazidime
1757,ciprofloxacin
1757,doripenem
1757,gentamicin
1757,imipenem
1757,meropenem
1757,minocycline
1757,piperacillin-tazobactam
1757,tigecycline
1758,cefepime
1758,ceftazidime
1758,ciprofloxacin
1758,doripenem
1758,gentamicin
1758,imipenem
1758,meropenem
1758,minocycline
1758,piperacillin-tazobactam
1759,amikacin
1759,cefepime
1759,ceftazidime
1759,ciprofloxacin
1759,colistin
1759,doripenem
1759,gentamicin
1759,imipenem
1759,meropenem
1759,piperacillin-tazobactam
1759,polymyxin B
1760,ampicillin-sulbactam
1760,cefepime
1760,cefotaxime
1760,ceftazidime
1760,ceftriaxone
1760,ciprofloxacin
1760,colistin
1760,doripenem
1760,gentamicin
1760,imipenem
1760,levofloxacin
1760,meropenem
1760,piperacillin-tazobactam
1760,tetracycline
1760,trimethoprim-sulfamethoxazole
1761,ampicillin-sulbactam
1761,ceftazidime
1761,ciprofloxacin
1761,meropenem
1762,ampicillin-sulbactam
1762,ceftazidime
1762,ciprofloxacin
1762,meropenem
1763,ampicillin-sulbactam
1763,ceftazidime
1763,ciprofloxacin
1763,meropenem
1764,ampicillin-sulbactam
1764,ceftazidime
1764,ciprofloxacin
1764,meropenem
1765,amikacin
1765,ampicillin-sulbactam
1765,ampicillin
1765,aztreonam
1765,cefazolin
1765,cefoxitin
1765,ceftazidime
1765,ceftriaxone
1765,ciprofloxacin
1765,gentamicin
1765,imipenem
1765,levofloxacin
1765,meropenem
1765,nitrofurantoin
1765,tobramycin
1765,trimethoprim-sulfamethoxazole
1766,amikacin
1766,ampicillin-sulbactam
1766,ampicillin
1766,aztreonam
1766,cefazolin
1766,cefotaxime
1766,cefotetan
1766,ceftazidime
1766,ceftriaxone
1766,ciprofloxacin
1766,gentamicin
1766,imipenem
1766,levofloxacin
1766,meropenem
1766,nitrofurantoin
1766,tobramycin
1766,trimethoprim-sulfamethoxazole
1767,amikacin
1767,ampicillin-sulbactam
1767,ampicillin
1767,aztreonam
1767,cefazolin
1767,cefoxitin
1767,ceftazidime
1767,ceftriaxone
1767,ciprofloxacin
1767,gentamicin
1767,imipenem
1767,levofloxacin
1767,meropenem
1767,nitrofurantoin
1767,tobramycin
1767,trimethoprim-sulfamethoxazole
1768,amikacin
1768,ampicillin-sulbactam
1768,cefepime
1768,ceftazidime
1768,ceftriaxone
1768,ciprofloxacin
1768,gentamicin
1768,imipenem
1768,levofloxacin
1768,meropenem
1768,tobramycin
1768,trimethoprim-sulfamethoxazole
1769,amikacin
1769,cefepime
1769,ceftazidime
1769,ceftriaxone
1769,ciprofloxacin
1769,gentamicin
1769,imipenem
1769,levofloxacin
1769,meropenem
1769,tetracycline
1769,tobramycin
1769,trimethoprim-sulfamethoxazole
1770,aztreonam
1770,cefepime
1770,cefotaxime
1770,ceftriaxone
1770,imipenem
1770,meropenem
1770,trimethoprim-sulfamethoxazole
1771,ampicillin-sulbactam
1771,aztreonam
1771,cefepime
1771,cefotaxime
1771,ceftriaxone
1771,imipenem
1771,meropenem
1771,trimethoprim-sulfamethoxazole
1772,amikacin
1772,ciprofloxacin
1772,doripenem
1772,gentamicin
1772,imipenem
1772,meropenem
1772,piperacillin-tazobactam
1773,amikacin
1773,cefepime
1773,ceftazidime
1773,ciprofloxacin
1773,doripenem
1773,gentamicin
1773,imipenem
1773,meropenem
1773,piperacillin-tazobactam
1774,amikacin
1774,cefepime
1774,ceftazidime
1774,ciprofloxacin
1774,doripenem
1774,gentamicin
1774,imipenem
1774,meropenem
1774,piperacillin-tazobactam
1775,ampicillin-sulbactam
1775,aztreonam
1775,cefepime
1775,cefotaxime
1775,ceftriaxone
1775,imipenem
1775,meropenem
1775,trimethoprim-sulfamethoxazole
1776,ampicillin-sulbactam
1776,ampicillin
1776,aztreonam
1776,cefazolin
1776,cefoxitin
1776,ceftazidime
1776,ceftriaxone
1776,ciprofloxacin
1776,gentamicin
1776,imipenem
1776,meropenem
1776,nitrofurantoin
1776,tetracycline
1776,tobramycin
1776,trimethoprim-sulfamethoxazole
1777,amikacin
1777,ampicillin
1777,aztreonam
1777,cefazolin
1777,cefotaxime
1777,cefotetan
1777,ceftazidime
1777,ceftriaxone
1777,ciprofloxacin
1777,gentamicin
1777,imipenem
1777,levofloxacin
1777,meropenem
1777,nitrofurantoin
1777,tetracycline
1777,tobramycin
1777,trimethoprim-sulfamethoxazole
1778,amikacin
1778,ampicillin-sulbactam
1778,ampicillin
1778,aztreonam
1778,cefazolin
1778,cefotaxime
1778,cefotetan
1778,ceftriaxone
1778,ciprofloxacin
1778,gentamicin
1778,imipenem
1778,meropenem
1778,nitrofurantoin
1778,tetracycline
1778,tigecycline
1778,tobramycin
1778,trimethoprim-sulfamethoxazole
1779,amikacin
1779,ampicillin
1779,aztreonam
1779,cefazolin
1779,cefotaxime
1779,cefotetan
1779,ceftriaxone
1779,ciprofloxacin
1779,gentamicin
1779,imipenem
1779,meropenem
1779,nitrofurantoin
1779,tetracycline
1779,tobramycin
1779,trimethoprim-sulfamethoxazole
1780,amikacin
1780,ampicillin
1780,aztreonam
1780,cefazolin
1780,cefotaxime
1780,cefotetan
1780,ceftriaxone
1780,ciprofloxacin
1780,gentamicin
1780,imipenem
1780,meropenem
1780,nitrofurantoin
1780,tetracycline
1780,tobramycin
1780,trimethoprim-sulfamethoxazole
1781,amikacin
1781,ampicillin-sulbactam
1781,ampicillin
1781,aztreonam
1781,cefazolin
1781,cefotaxime
1781,cefotetan
1781,ceftriaxone
1781,ciprofloxacin
1781,gentamicin
1781,imipenem
1781,meropenem
1781,nitrofurantoin
1781,tetracycline
1781,tobramycin
1781,trimethoprim-sulfamethoxazole
1782,amikacin
1782,amoxicillin-clavulanic acid
1782,ampicillin
1782,aztreonam
1782,cefazolin
1782,cefotaxime
1782,ceftriaxone
1782,cefuroxime
1782,ciprofloxacin
1782,ertapenem
1782,gentamicin
1782,imipenem
1782,levofloxacin
1782,meropenem
1782,nitrofurantoin
1782,piperacillin-tazobactam
1782,tetracycline
1782,tobramycin
1782,trimethoprim-sulfamethoxazole
1783,ampicillin
1783,aztreonam
1783,cefazolin
1783,cefotaxime
1783,cefoxitin
1783,ceftriaxone
1783,ciprofloxacin
1783,gentamicin
1783,nitrofurantoin
1783,tetracycline
1783,tobramycin
1783,trimethoprim-sulfamethoxazole
1784,amikacin
1784,ampicillin
1784,aztreonam
1784,cefazolin
1784,cefotaxime
1784,cefoxitin
1784,ceftriaxone
1784,cefuroxime
1784,ciprofloxacin
1784,gentamicin
1784,imipenem
1784,meropenem
1784,nitrofurantoin
1784,piperacillin-tazobactam
1784,tetracycline
1784,tobramycin
1784,trimethoprim-sulfamethoxazole
1785,amikacin
1785,ampicillin
1785,aztreonam
1785,cefazolin
1785,cefotaxime
1785,cefoxitin
1785,ceftriaxone
1785,ciprofloxacin
1785,gentamicin
1785,imipenem
1785,meropenem
1785,nitrofurantoin
1785,tetracycline
1785,tobramycin
1785,trimethoprim-sulfamethoxazole
1786,amikacin
1786,ampicillin-sulbactam
1786,ampicillin
1786,aztreonam
1786,cefazolin
1786,cefotaxime
1786,cefoxitin
1786,ceftriaxone
1786,ciprofloxacin
1786,gentamicin
1786,imipenem
1786,levofloxacin
1786,meropenem
1786,nitrofurantoin
1786,tobramycin
1786,trimethoprim-sulfamethoxazole
1787,amikacin
1787,ampicillin-sulbactam
1787,ampicillin
1787,aztreonam
1787,cefazolin
1787,cefotaxime
1787,cefoxitin
1787,ceftazidime
1787,ceftriaxone
1787,ciprofloxacin
1787,imipenem
1787,meropenem
1787,nitrofurantoin
1787,tetracycline
1787,trimethoprim-sulfamethoxazole
1788,amikacin
1788,ampicillin
1788,aztreonam
1788,cefazolin
1788,cefotaxime
1788,cefoxitin
1788,ceftriaxone
1788,ciprofloxacin
1788,gentamicin
1788,imipenem
1788,meropenem
1788,nitrofurantoin
1788,tetracycline
1788,tobramycin
1788,trimethoprim-sulfamethoxazole
1789,ciprofloxacin
1789,doripenem
1789,gentamicin
1789,imipenem
1789,meropenem
1789,piperacillin-tazobactam
1790,amikacin
1790,ceftriaxone
1790,ciprofloxacin
1790,gentamicin
1790,imipenem
1790,levofloxacin
1790,meropenem
1790,tetracycline
1790,tobramycin
1790,trimethoprim-sulfamethoxazole
1791,amikacin
1791,ampicillin-sulbactam
1791,ampicillin
1791,aztreonam
1791,cefazolin
1791,cefoxitin
1791,ceftazidime
1791,ceftriaxone
1791,ciprofloxacin
1791,gentamicin
1791,imipenem
1791,levofloxacin
1791,meropenem
1791,nitrofurantoin
1791,trimethoprim-sulfamethoxazole
1792,amikacin
1792,ampicillin-sulbactam
1792,ampicillin
1792,aztreonam
1792,cefazolin
1792,cefotaxime
1792,ceftazidime
1792,ceftriaxone
1792,ciprofloxacin
1792,gentamicin
1792,imipenem
1792,levofloxacin
1792,meropenem
1792,moxifloxacin
1792,nitrofurantoin
1792,trimethoprim-sulfamethoxazole
1793,amikacin
1793,ampicillin-sulbactam
1793,ampicillin
1793,aztreonam
1793,cefazolin
1793,cefotaxime
1793,cefotetan
1793,ceftazidime
1793,ceftriaxone
1793,ciprofloxacin
1793,gentamicin
1793,imipenem
1793,levofloxacin
1793,meropenem
1793,nitrofurantoin
1793,tobramycin
1793,trimethoprim-sulfamethoxazole
1794,ampicillin-sulbactam
1794,ampicillin
1794,aztreonam
1794,cefazolin
1794,cefoxitin
1794,ceftazidime
1794,ceftriaxone
1794,ciprofloxacin
1794,gentamicin
1794,imipenem
1794,levofloxacin
1794,meropenem
1794,nitrofurantoin
1794,trimethoprim-sulfamethoxazole
1795,ampicillin-sulbactam
1795,ceftazidime
1795,ceftriaxone
1795,ciprofloxacin
1795,gentamicin
1795,imipenem
1795,levofloxacin
1795,meropenem
1795,tobramycin
1795,trimethoprim-sulfamethoxazole
1796,amikacin
1796,ampicillin-sulbactam
1796,cefepime
1796,cefotaxime
1796,ceftazidime
1796,ceftriaxone
1796,ciprofloxacin
1796,doripenem
1796,gentamicin
1796,imipenem
1796,levofloxacin
1796,meropenem
1796,piperacillin-tazobactam
1796,tetracycline
1796,tobramycin
1796,trimethoprim-sulfamethoxazole
1797,amikacin
1797,ampicillin-sulbactam
1797,cefepime
1797,ceftazidime
1797,ciprofloxacin
1797,doripenem
1797,gentamicin
1797,imipenem
1797,meropenem
1797,piperacillin-tazobactam
1798,amikacin
1798,ampicillin-sulbactam
1798,cefepime
1798,ceftazidime
1798,ciprofloxacin
1798,doripenem
1798,gentamicin
1798,imipenem
1798,meropenem
1798,piperacillin-tazobactam
1799,amikacin
1799,ampicillin-sulbactam
1799,cefepime
1799,ceftazidime
1799,ciprofloxacin
1799,doripenem
1799,gentamicin
1799,imipenem
1799,meropenem
1799,piperacillin-tazobactam
1800,amikacin
1800,aztreonam
1800,cefepime
1800,ceftazidime
1800,ceftolozane-tazobactam
1800,ciprofloxacin
1800,gentamicin
1800,imipenem
1800,levofloxacin
1800,meropenem
1800,tobramycin
1801,amikacin
1801,aztreonam
1801,cefepime
1801,ceftazidime
1801,ciprofloxacin
1801,doripenem
1801,gentamicin
1801,imipenem
1801,levofloxacin
1801,meropenem
1801,tobramycin
1802,aztreonam
1802,ceftazidime
1802,ciprofloxacin
1802,doripenem
1802,imipenem
1802,levofloxacin
1802,meropenem
1802,piperacillin-tazobactam
1803,aztreonam
1803,delafloxacin
1803,levofloxacin
1804,aztreonam
1804,delafloxacin
1804,levofloxacin
1805,amoxicillin
1805,ampicillin
1805,cefazolin
1805,erythromycin
1805,imipenem
1805,oxacillin
1806,amoxicillin
1806,ampicillin
1806,azithromycin
1806,cefazolin
1806,erythromycin
1806,oxacillin
1807,cefoxitin
1808,amoxicillin-clavulanic acid
1808,ampicillin
1808,aztreonam
1808,cefazolin
1808,cefepime
1808,cefoxitin
1808,ceftazidime
1808,ceftriaxone
1808,cephalothin
1808,chloramphenicol
1808,ciprofloxacin
1808,ertapenem
1808,gentamicin
1808,imipenem
1808,levofloxacin
1808,meropenem
1808,piperacillin-tazobactam
1808,piperacillin
1808,sulfamethoxazole
1808,tetracycline
1808,tobramycin
1808,trimethoprim-sulfamethoxazole
1809,amoxicillin-clavulanic acid
1809,ampicillin
1809,cefazolin
1809,cefoxitin
1810,ampicillin-sulbactam
1810,ampicillin
1810,cefazolin
1810,cefepime
1810,cefotaxime
1810,cefoxitin
1810,ceftriaxone
1810,ciprofloxacin
1810,ertapenem
1810,gentamicin
1810,imipenem
1810,levofloxacin
1810,meropenem
1810,minocycline
1810,piperacillin-tazobactam
1810,tetracycline
1810,tobramycin
1810,trimethoprim-sulfamethoxazole
1811,ampicillin
1811,cefazolin
1811,cefotaxime
1811,cefoxitin
1811,ceftazidime
1812,amoxicillin-clavulanic acid
1812,ampicillin
1812,cefoxitin
1812,ceftazidime
1812,ceftriaxone
1812,ciprofloxacin
1812,ertapenem
1812,gentamicin
1812,levofloxacin
1812,meropenem
1812,piperacillin-tazobactam
1812,tetracycline
1812,trimethoprim-sulfamethoxazole
1813,amoxicillin-clavulanic acid
1813,ampicillin
1813,cefazolin
1813,cefotaxime
1813,cefoxitin
1813,cefpodoxime
1813,ceftazidime
1813,ceftriaxone
1813,cephalothin
1813,tetracycline
1814,amoxicillin-clavulanic acid
1814,ampicillin
1814,cefazolin
1814,cefotaxime
1814,cefoxitin
1814,cefpodoxime
1814,ceftazidime
1814,ceftriaxone
1814,cephalothin
1814,tetracycline
1815,amikacin
1815,ampicillin-sulbactam
1815,ampicillin
1815,aztreonam
1815,cefazolin
1815,cefotaxime
1815,ceftazidime
1815,ceftriaxone
1815,ciprofloxacin
1815,gentamicin
1815,imipenem
1815,levofloxacin
1815,meropenem
1815,moxifloxacin
1815,nitrofurantoin
1815,tetracycline
1815,tobramycin
1815,trimethoprim-sulfamethoxazole
1816,amikacin
1816,ampicillin-sulbactam
1816,cefepime
1816,cefotaxime
1816,ceftazidime
1816,ceftriaxone
1816,ciprofloxacin
1816,doripenem
1816,gentamicin
1816,imipenem
1816,levofloxacin
1816,meropenem
1816,piperacillin-tazobactam
1816,tetracycline
1816,tobramycin
1816,trimethoprim-sulfamethoxazole
1817,amikacin
1817,ampicillin-sulbactam
1817,cefepime
1817,cefotaxime
1817,ceftazidime
1817,ceftriaxone
1817,ciprofloxacin
1817,doripenem
1817,gentamicin
1817,imipenem
1817,levofloxacin
1817,meropenem
1817,piperacillin-tazobactam
1817,tetracycline
1817,tobramycin
1817,trimethoprim-sulfamethoxazole
1818,amikacin
1818,ampicillin-sulbactam
1818,cefepime
1818,cefotaxime
1818,ceftazidime
1818,ceftriaxone
1818,ciprofloxacin
1818,doripenem
1818,gentamicin
1818,imipenem
1818,levofloxacin
1818,meropenem
1818,piperacillin-tazobactam
1818,tetracycline
1818,tobramycin
1818,trimethoprim-sulfamethoxazole
1819,ampicillin-sulbactam
1819,cefepime
1819,cefotaxime
1819,ceftazidime
1819,ceftriaxone
1819,ciprofloxacin
